,carat,cut,color,clarity,depth,table,price,x,y,z
4026,0.71,Good,D,VS1,59.2,56.0,3524,5.84,5.85,3.46
21458,1.53,Premium,J,VVS1,61.6,59.0,9555,7.39,7.35,4.54
36686,0.39,Premium,E,VS2,61.3,61.0,951,4.7,4.66,2.87
31090,0.33,Very Good,G,VVS2,63.0,57.0,752,4.38,4.42,2.77
18479,1.05,Ideal,G,VS1,61.0,56.0,7526,6.62,6.56,4.02
37433,0.33,Good,G,IF,57.9,60.0,984,4.55,4.57,2.64
39137,0.41,Ideal,G,VS2,62.4,55.0,1061,4.76,4.73,2.96
25586,2.01,Premium,I,SI2,62.1,56.0,14428,8.11,8.06,5.02
51055,0.7,Premium,H,SI1,60.0,60.0,2331,5.79,5.72,3.5
8960,0.9,Premium,E,SI1,62.3,56.0,4502,6.21,6.14,3.85
3723,0.36,Good,I,VS1,63.3,56.0,568,4.51,4.56,2.87
3817,0.77,Ideal,H,VS1,61.3,56.0,3468,5.91,5.97,3.64
46335,0.58,Ideal,I,VVS1,63.0,57.0,1758,5.34,5.29,3.35
31861,0.3,Ideal,H,VVS2,61.5,56.0,776,4.35,4.33,2.67
53024,0.7,Fair,E,SI2,65.0,54.0,2600,5.56,5.52,3.6
40674,0.5,Premium,E,SI1,61.4,58.0,1155,5.17,5.09,3.15
16815,1.1,Very Good,F,VS2,62.0,59.0,6708,6.56,6.6,4.08
30335,0.34,Ideal,F,SI1,62.8,56.0,727,4.46,4.42,2.79
14207,1.31,Premium,I,VS1,62.8,57.0,5759,6.98,6.9,4.36
5853,1.0,Good,I,SI1,63.7,64.0,3920,6.33,6.27,4.01
23633,1.5,Premium,I,VS2,61.4,58.0,11655,7.28,7.24,4.46
5107,0.72,Ideal,F,VS1,60.7,57.0,3759,5.79,5.87,3.54
9775,0.91,Premium,D,SI1,62.3,60.0,4663,6.21,6.15,3.85
42045,0.51,Ideal,E,SI2,58.3,62.0,1268,5.2,5.19,3.04
40617,0.26,Very Good,F,VS2,61.4,56.0,499,4.09,4.12,2.53
45522,0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24
11453,1.01,Premium,G,SI1,62.2,58.0,5006,6.42,6.4,3.99
35027,0.4,Good,E,SI1,63.7,56.0,882,4.69,4.66,2.98
51748,0.7,Very Good,I,VS1,61.4,57.0,2405,5.71,5.74,3.52
14660,1.05,Very Good,G,VS2,61.7,55.0,5917,6.5,6.56,4.03
34627,0.31,Ideal,E,VS2,61.4,54.0,872,4.41,4.38,2.7
20540,1.52,Good,J,VVS2,57.9,62.0,8861,7.61,7.63,4.41
4397,0.31,Ideal,D,SI1,61.8,56.0,571,4.34,4.37,2.69
17574,1.5,Premium,D,SI2,59.6,59.0,7076,7.54,7.46,4.47
46379,0.55,Ideal,G,VS1,61.5,57.0,1763,5.23,5.28,3.23
51296,0.73,Ideal,E,SI1,60.9,56.0,2361,5.84,5.79,3.54
32265,0.3,Ideal,G,VVS1,62.3,55.0,789,4.29,4.31,2.68
17852,1.21,Very Good,H,SI1,59.6,60.0,7203,6.93,6.94,4.13
26723,0.32,Good,F,VS2,63.4,57.0,645,4.32,4.36,2.75
21746,1.5,Very Good,F,SI2,62.9,55.0,9817,7.26,7.28,4.57
7434,0.8,Premium,E,VVS2,62.9,59.0,4229,5.95,5.88,3.72
43064,0.45,Ideal,G,IF,61.0,57.0,1377,4.96,5.0,3.04
50268,0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
33604,0.31,Ideal,D,SI2,61.3,56.0,462,4.36,4.41,2.69
48194,0.7,Fair,F,SI2,64.6,57.0,1947,5.6,5.57,3.61
19967,1.5,Good,D,SI2,62.4,61.0,8517,7.23,7.36,4.55
51460,0.7,Premium,E,SI2,62.0,60.0,2376,5.72,5.67,3.53
1375,0.82,Ideal,F,SI2,60.9,57.0,2966,6.06,6.02,3.68
41989,0.43,Ideal,G,VVS1,61.4,55.0,1264,4.91,4.86,3.0
32053,0.35,Ideal,D,SI1,61.1,56.0,780,4.55,4.59,2.79
40897,0.41,Ideal,D,VS2,59.7,57.0,1177,4.87,4.84,2.9
3786,1.01,Very Good,J,SI2,63.5,59.0,3462,6.3,6.36,4.02
47023,0.56,Ideal,E,VS2,61.9,56.0,1819,5.27,5.32,3.28
43417,0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18
46029,0.57,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29
12317,0.9,Ideal,H,VS1,62.2,56.0,5222,6.16,6.18,3.84
10434,1.16,Very Good,H,SI2,61.8,58.0,4785,6.75,6.81,4.19
43645,0.5,Premium,D,SI1,60.3,58.0,1433,5.12,5.1,3.08
10781,0.93,Ideal,E,SI2,60.5,54.0,4858,6.4,6.38,3.87
32196,0.35,Ideal,E,SI1,61.0,57.0,788,4.57,4.54,2.78
31217,0.32,Very Good,D,SI1,63.1,57.0,756,4.38,4.37,2.76
46954,0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65
26429,1.52,Premium,G,VVS1,60.4,59.0,15959,7.38,7.48,4.49
43787,0.56,Premium,G,SI1,58.8,59.0,1441,5.4,5.38,3.17
7442,0.9,Very Good,F,SI1,63.0,60.0,4232,6.09,6.13,3.85
13952,1.09,Premium,H,VS2,61.4,58.0,5677,6.64,6.58,4.06
41431,0.51,Premium,F,SI2,61.1,59.0,1227,5.15,5.09,3.13
25222,1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27
12,0.22,Premium,F,SI1,60.4,61.0,342,3.88,3.84,2.33
7282,1.0,Premium,E,SI2,62.8,59.0,4200,6.34,6.3,3.97
12409,1.01,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98
21177,1.24,Premium,F,VS1,61.5,57.0,9333,6.97,6.86,4.25
44435,0.54,Ideal,E,VS2,61.8,57.0,1590,5.23,5.26,3.24
46254,0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23
32124,0.4,Good,F,VS2,62.2,61.0,784,4.71,4.74,2.94
4995,0.7,Ideal,F,VVS2,61.9,54.8,3741,5.68,5.72,3.53
20387,0.31,Premium,H,VVS2,61.2,59.0,625,4.34,4.38,2.67
37201,0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
15100,1.42,Ideal,I,VS2,62.9,57.0,6069,7.21,7.07,4.49
33730,0.35,Ideal,H,VVS1,60.5,57.0,839,4.58,4.59,2.77
14614,1.01,Premium,G,VS1,61.7,59.0,5898,6.38,6.33,3.92
7045,1.02,Good,F,SI2,63.8,53.0,4162,6.37,6.46,4.09
52495,0.51,Ideal,F,IF,62.4,55.0,2524,5.11,5.14,3.2
52206,0.7,Ideal,G,SI1,61.0,56.0,2480,5.77,5.8,3.53
37464,0.42,Ideal,G,VS1,61.4,56.0,984,4.85,4.82,2.97
10765,1.13,Ideal,D,SI2,61.6,55.0,4854,6.73,6.7,4.14
30643,0.42,Good,D,SI1,63.3,58.0,735,4.73,4.75,3.0
39118,0.41,Premium,G,VS2,60.9,58.0,1061,4.83,4.8,2.93
45254,0.51,Ideal,D,VS2,61.9,54.0,1660,5.14,5.17,3.19
20126,1.65,Premium,I,SI2,62.0,59.0,8590,7.61,7.54,4.7
17113,1.23,Very Good,I,VS2,61.2,59.0,6826,6.84,6.81,4.18
46057,0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07
40292,0.4,Ideal,H,VVS2,62.2,56.0,1125,4.75,4.7,2.94
38385,0.42,Premium,E,VS2,60.9,59.0,1024,4.85,4.81,2.94
19664,1.41,Ideal,J,VS1,61.6,56.0,8275,7.19,7.22,4.44
28015,0.3,Ideal,E,VS2,62.3,56.0,658,4.3,4.34,2.69
15672,1.04,Ideal,G,VS2,59.4,58.0,6286,6.63,6.67,3.95
32279,0.3,Ideal,G,VVS1,62.3,54.0,789,4.31,4.33,2.69
30609,0.3,Very Good,G,SI1,62.8,56.0,447,4.28,4.32,2.7
40906,0.55,Very Good,J,VS2,62.9,54.0,1179,5.23,5.29,3.31
10152,1.1,Ideal,H,SI2,63.1,58.0,4725,6.54,6.53,4.12
24963,1.5,Premium,D,SI1,61.6,59.0,13445,7.4,7.3,4.53
16595,1.14,Ideal,H,VS2,62.0,54.0,6628,6.72,6.74,4.17
38874,0.4,Premium,F,VS1,62.5,59.0,1050,4.69,4.66,2.92
5548,1.02,Premium,I,SI2,62.0,59.0,3856,6.45,6.42,3.99
7687,1.1,Ideal,J,SI1,62.2,55.0,4275,6.62,6.65,4.13
3196,1.0,Premium,F,I1,62.4,59.0,3344,6.34,6.38,3.97
27009,2.01,Ideal,I,SI1,59.9,60.0,17126,8.27,8.2,4.93
32535,0.42,Ideal,G,SI1,62.0,54.0,799,4.85,4.82,3.0
23365,0.31,Ideal,J,VS1,62.1,55.0,424,4.35,4.38,2.71
22104,1.04,Very Good,D,VVS2,60.8,58.0,10130,6.49,6.53,3.96
31250,0.41,Good,D,SI1,56.5,63.0,758,4.98,4.94,2.8
3350,0.91,Premium,E,SI2,60.0,60.0,3379,6.28,6.23,3.75
41108,0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
23869,1.63,Ideal,I,VS2,61.8,56.0,11963,7.56,7.59,4.68
10457,1.0,Premium,H,SI1,62.7,59.0,4788,6.37,6.3,3.97
16698,0.3,Very Good,H,SI1,62.9,57.0,421,4.28,4.31,2.7
27327,2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08
32028,0.35,Ideal,I,IF,62.7,55.0,778,4.51,4.55,2.84
21261,1.01,Premium,F,VVS1,62.8,58.0,9412,6.39,6.35,4.0
32672,0.31,Ideal,G,VS1,62.1,55.0,802,4.36,4.33,2.7
24258,2.4,Ideal,J,SI1,62.0,57.0,12468,8.53,8.47,5.27
50744,0.72,Ideal,G,SI2,61.4,56.0,2297,5.76,5.83,3.56
11289,1.01,Good,D,SI1,62.9,57.0,4977,6.34,6.37,4.0
17780,1.32,Ideal,I,SI1,62.0,57.0,7162,6.99,7.04,4.35
53533,0.71,Ideal,D,SI1,61.3,57.0,2690,5.74,5.78,3.53
19626,1.02,Ideal,E,VS1,60.1,57.0,8244,6.59,6.52,3.94
42791,0.6,Good,G,SI1,65.3,56.0,1350,5.21,5.26,3.42
40215,0.39,Ideal,E,VS1,60.2,56.0,1123,4.79,4.78,2.88
17251,1.09,Ideal,G,VS2,62.0,54.0,6905,6.61,6.65,4.11
40849,0.56,Ideal,G,SI2,61.9,54.0,1173,5.29,5.34,3.29
53383,0.7,Ideal,F,SI1,61.7,54.0,2662,5.72,5.75,3.54
6229,0.9,Good,F,SI1,58.8,60.0,4004,6.22,6.26,3.67
18891,0.9,Very Good,E,IF,63.9,55.0,7747,6.05,6.09,3.88
8931,1.01,Ideal,F,SI2,60.5,57.0,4497,6.53,6.49,3.94
50211,0.7,Good,E,SI2,57.5,58.0,2229,5.8,5.85,3.35
23173,1.5,Premium,G,VS2,59.9,58.0,11189,7.38,7.34,4.41
38032,0.38,Ideal,F,VVS2,62.0,54.1,1010,4.66,4.68,2.9
3469,0.77,Good,F,VS1,59.3,56.0,3393,5.98,6.03,3.56
43381,0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17
17179,1.0,Ideal,E,VS2,61.7,54.0,6859,6.41,6.46,3.97
47349,0.5,Ideal,D,VS2,62.8,56.0,1845,5.08,5.04,3.18
22773,1.01,Ideal,D,VVS2,60.6,56.0,10797,6.53,6.48,3.94
22238,1.5,Premium,H,VS2,60.8,59.0,10291,7.34,7.36,4.47
52796,0.7,Very Good,E,SI1,61.7,62.0,2569,5.64,5.68,3.49
20417,1.1,Ideal,G,VS1,61.3,56.0,8775,6.65,6.69,4.09
7792,0.91,Very Good,E,SI1,63.9,57.0,4289,6.05,6.12,3.89
17,0.3,Good,J,SI1,63.4,54.0,351,4.23,4.29,2.7
25194,2.07,Premium,E,SI2,58.9,61.0,13786,8.45,8.35,4.95
3073,0.9,Premium,D,SI2,58.1,60.0,3312,6.26,6.24,3.63
31926,0.3,Good,G,VS1,63.6,57.0,776,4.26,4.23,2.7
1989,0.71,Very Good,D,VS2,63.1,59.0,3096,5.64,5.67,3.57
26741,2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
49175,0.8,Premium,J,SI2,61.4,57.0,2074,5.99,5.93,3.66
51168,0.71,Ideal,F,SI1,62.7,55.0,2346,5.65,5.74,3.57
9938,0.9,Premium,D,SI1,62.2,58.0,4693,6.11,6.18,3.82
53479,0.71,Ideal,I,VS2,62.2,55.0,2681,5.71,5.73,3.56
31805,0.3,Very Good,G,IF,61.4,58.0,774,4.27,4.33,2.64
16244,1.01,Premium,G,VS1,62.7,58.0,6499,6.38,6.41,4.01
2785,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85
21344,1.0,Very Good,D,VVS2,61.3,58.0,9487,6.37,6.42,3.92
11769,1.0,Very Good,E,SI1,60.9,59.0,5082,6.38,6.43,3.9
24467,2.02,Ideal,J,SI2,62.2,57.0,12736,8.11,8.18,5.07
25829,1.58,Premium,G,VVS2,62.4,56.0,14855,7.5,7.4,4.65
27375,0.29,Ideal,D,VS1,62.9,55.0,647,4.25,4.21,2.66
51656,0.3,Ideal,G,VS2,62.3,58.0,545,4.26,4.28,2.66
2091,0.71,Very Good,G,VVS2,61.2,58.0,3113,5.68,5.72,3.49
21812,1.24,Very Good,F,VS1,59.0,60.0,9885,7.0,7.07,4.15
17734,1.51,Very Good,I,SI2,62.9,58.0,7139,7.24,7.3,4.57
5854,1.0,Premium,F,SI2,61.5,58.0,3920,6.41,6.38,3.93
38997,0.59,Premium,J,VS2,62.7,61.0,1055,5.35,5.28,3.33
6090,1.03,Premium,F,SI2,60.2,55.0,3974,6.59,6.53,3.95
13064,1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26
17012,1.15,Very Good,H,VVS2,58.8,58.0,6793,6.87,6.9,4.05
14867,1.01,Good,H,VVS2,63.3,57.0,5988,6.35,6.39,4.03
66,0.32,Ideal,I,VVS1,62.0,55.3,553,4.39,4.42,2.73
36606,0.32,Very Good,G,SI1,63.0,56.0,477,4.35,4.38,2.75
27072,1.67,Ideal,F,VS2,61.8,57.0,17194,7.58,7.62,4.7
38513,0.4,Very Good,G,VVS2,61.1,58.0,1033,4.73,4.76,2.9
26636,2.0,Ideal,I,SI1,61.4,57.0,16407,8.05,8.11,4.96
2959,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37
28130,0.29,Very Good,E,VVS2,58.5,58.0,664,4.35,4.37,2.55
19240,1.57,Premium,I,SI2,62.4,58.0,7976,7.41,7.37,4.61
50654,0.31,Very Good,E,SI1,63.0,59.0,544,4.26,4.31,2.7
4139,0.81,Ideal,G,VS1,62.3,57.0,3544,5.99,5.95,3.72
15428,1.04,Premium,G,VS2,62.5,58.0,6177,6.43,6.47,4.03
26188,2.0,Fair,E,SI2,59.9,61.0,15540,8.16,8.04,4.86
49419,0.55,Ideal,E,VS1,62.0,56.0,2107,5.27,5.24,3.26
44306,0.61,Ideal,G,SI1,62.0,54.0,1579,5.48,5.5,3.4
36100,0.4,Ideal,E,VVS2,62.5,54.0,926,4.75,4.76,2.97
32802,0.34,Ideal,E,VS1,61.2,57.0,805,4.45,4.51,2.74
18236,1.1,Very Good,G,VS2,61.9,56.7,7405,6.57,6.63,4.09
42065,0.39,Premium,G,IF,59.8,55.0,1271,4.84,4.77,2.87
45653,0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49
14798,1.01,Good,E,VS2,63.4,56.0,5954,6.35,6.37,4.03
4877,0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,5.73,3.57
21428,1.52,Ideal,F,SI2,62.5,57.0,9533,7.36,7.32,4.59
4156,0.85,Ideal,I,VS1,61.9,56.0,3548,6.08,6.1,3.77
24130,1.59,Very Good,H,VVS2,63.0,58.0,12297,7.43,7.48,4.7
2407,0.72,Ideal,D,VS2,60.8,56.0,3179,5.8,5.84,3.54
43319,0.51,Premium,E,SI1,62.9,57.0,1402,5.11,5.06,3.2
10673,1.14,Very Good,I,SI1,62.6,55.0,4840,6.66,6.72,4.19
33081,0.3,Premium,E,VS1,61.4,59.0,814,4.32,4.28,2.64
4744,0.91,Premium,F,SI2,61.4,60.0,3682,6.21,6.23,3.82
15030,0.3,Ideal,G,VS1,61.7,57.0,605,4.3,4.32,2.66
38605,0.39,Ideal,H,IF,61.9,55.6,1039,4.68,4.7,2.91
52492,0.77,Good,D,SI2,64.9,53.0,2523,5.84,5.75,3.76
41136,0.5,Very Good,G,SI1,62.8,61.0,1197,4.99,5.01,3.14
37983,0.38,Ideal,E,VVS2,59.9,61.0,1008,4.71,4.74,2.83
53760,0.83,Very Good,G,SI2,61.6,57.0,2725,6.02,6.06,3.72
8811,1.2,Very Good,J,SI1,63.1,61.0,4476,6.66,6.58,4.18
17430,1.1,Very Good,F,VS2,61.1,57.0,6987,6.65,6.71,4.08
27768,0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7
13044,0.36,Premium,F,SI1,61.6,60.0,600,4.54,4.61,2.82
51459,0.72,Premium,E,SI2,62.6,59.0,2376,5.74,5.7,3.58
18596,1.12,Premium,D,VS2,63.0,57.0,7587,6.62,6.55,4.15
1575,0.7,Premium,E,VVS2,62.7,53.0,3007,5.65,5.61,3.53
35845,0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97
12196,1.08,Ideal,E,SI1,62.6,57.0,5189,6.56,6.53,4.1
47259,0.7,Premium,J,VS2,61.2,60.0,1843,5.7,5.73,3.5
2015,0.9,Fair,G,SI2,55.9,62.0,3104,6.35,6.42,3.57
48067,0.51,Premium,D,VS2,58.0,60.0,1928,5.29,5.26,3.06
12331,1.01,Good,E,SI1,63.6,60.0,5226,6.38,6.32,4.04
28039,0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03
8187,1.2,Fair,I,SI1,66.2,59.0,4368,6.55,6.47,4.31
26796,2.24,Premium,H,SI2,61.4,57.0,16656,8.43,8.35,5.15
27065,2.74,Very Good,H,SI2,63.3,58.0,17184,8.88,8.84,5.61
22167,1.56,Ideal,F,SI2,61.6,56.0,10210,7.41,7.45,4.58
13819,1.53,Ideal,H,SI2,59.6,57.0,5631,7.46,7.38,4.42
3718,0.9,Good,F,SI2,63.9,55.0,3453,6.15,6.12,3.92
22246,1.5,Good,D,SI2,61.9,61.0,10302,7.31,7.38,4.55
30562,0.31,Ideal,D,VS2,62.2,54.0,734,4.31,4.34,2.69
43929,0.3,Ideal,I,VVS2,62.6,56.0,515,4.26,4.3,2.68
25243,1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66
19054,1.38,Very Good,H,SI1,63.2,56.0,7836,7.08,7.03,4.46
37078,0.41,Ideal,F,SI1,62.7,57.0,969,4.74,4.7,2.96
9009,1.01,Premium,H,SI1,61.8,61.0,4513,6.47,6.4,3.98
31614,0.32,Ideal,I,SI2,61.7,55.0,371,4.39,4.42,2.72
5209,0.9,Ideal,G,SI1,60.3,56.0,3780,6.27,6.23,3.77
24504,1.5,Premium,G,VS2,60.3,60.0,12787,7.34,7.26,4.4
47317,0.23,Very Good,E,VVS2,60.9,59.0,530,3.96,3.99,2.42
34001,0.42,Very Good,G,VS2,60.1,61.0,847,4.79,4.86,2.9
42787,0.53,Very Good,I,VS1,59.9,58.0,1350,5.24,5.28,3.15
33943,0.31,Ideal,H,SI1,61.5,55.0,464,4.39,4.42,2.71
1442,0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78
19699,0.37,Ideal,J,VS1,62.6,57.0,624,4.57,4.54,2.85
11445,1.01,Premium,G,SI1,61.5,59.0,5006,6.48,6.43,3.97
36115,0.4,Very Good,F,SI1,59.6,61.0,927,4.79,4.84,2.87
18779,1.53,Ideal,I,SI2,62.4,58.0,7678,7.31,7.37,4.58
48352,0.74,Fair,H,SI2,62.0,53.0,1962,5.85,5.74,3.6
6426,1.01,Ideal,E,SI2,61.7,57.0,4044,6.5,6.47,4.0
34849,0.3,Ideal,G,VVS2,63.0,57.0,878,4.32,4.28,2.71
6473,0.9,Ideal,F,SI1,62.5,56.0,4054,6.13,6.16,3.84
11155,1.21,Very Good,H,SI1,63.5,58.0,4944,6.73,6.63,4.24
15434,1.21,Ideal,H,SI1,61.1,57.0,6180,6.91,6.83,4.2
34777,0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.73,2.96
16606,1.4,Ideal,J,VS2,62.2,57.0,6633,7.17,7.08,4.43
53807,0.72,Very Good,G,VS2,63.1,57.0,2732,5.74,5.71,3.61
5888,1.0,Ideal,J,SI1,59.2,62.0,3929,6.47,6.5,3.84
33024,0.3,Ideal,D,VVS2,61.6,58.0,814,4.29,4.32,2.65
2562,0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66
14747,1.14,Premium,H,VS2,61.7,60.0,5937,6.74,6.67,4.14
50970,0.31,Very Good,H,VS1,62.4,58.0,544,4.28,4.34,2.69
20595,1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71
9622,0.9,Very Good,F,VS2,63.4,57.0,4637,6.19,6.08,3.89
7944,1.0,Premium,G,SI2,61.8,58.0,4319,6.39,6.43,3.96
536,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54
1400,0.32,Ideal,G,VS1,61.8,55.0,559,4.42,4.45,2.74
40765,0.62,Premium,J,VS2,61.2,59.0,1166,5.42,5.52,3.35
21350,1.59,Ideal,J,VS1,61.3,57.0,9494,7.5,7.55,4.61
44934,0.54,Ideal,H,VS1,61.3,55.9,1633,5.23,5.27,3.21
14590,1.28,Ideal,G,SI2,61.4,57.0,5888,6.96,6.99,4.28
8600,1.03,Good,D,SI1,64.3,58.0,4441,6.31,6.28,4.05
37500,0.5,Ideal,J,VS1,63.0,56.0,984,5.08,5.05,3.19
40981,0.5,Very Good,E,SI2,63.1,58.0,1181,5.09,5.05,3.2
18876,1.72,Good,J,SI2,63.2,57.0,7741,7.56,7.6,4.79
4711,0.31,Premium,D,SI1,60.9,60.0,571,4.38,4.39,2.67
24564,2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04
25917,2.08,Ideal,H,SI2,61.5,57.0,15065,8.26,8.2,5.06
39470,0.41,Premium,E,VS1,60.0,58.0,1079,4.8,4.83,2.89
43817,0.51,Ideal,E,SI1,62.0,55.0,1443,5.14,5.12,3.18
26838,2.01,Very Good,G,SI1,63.2,56.0,16742,8.04,7.96,5.06
37996,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0
49545,0.54,Very Good,G,IF,62.5,58.0,2128,5.19,5.27,3.27
3548,0.76,Very Good,E,VS1,62.1,58.0,3415,5.84,5.89,3.64
28710,0.23,Very Good,E,VVS2,63.3,56.0,680,3.92,3.88,2.47
30380,0.3,Very Good,F,VVS2,62.5,56.0,730,4.26,4.29,2.67
30806,0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64
33393,0.31,Ideal,F,VVS1,62.1,54.0,828,4.35,4.38,2.71
22479,1.21,Ideal,F,VS1,61.8,56.0,10504,6.84,6.86,4.23
36511,0.35,Ideal,F,VVS1,61.5,55.0,945,4.51,4.56,2.79
28419,0.43,Ideal,H,SI1,62.1,57.0,669,4.77,4.83,2.98
7931,1.08,Premium,G,SI2,60.7,60.0,4318,6.64,6.61,4.02
29421,0.38,Ideal,E,SI1,61.9,55.0,700,4.64,4.7,2.89
22294,1.7,Very Good,I,SI1,63.1,57.0,10341,7.51,7.46,4.72
33123,0.31,Very Good,G,VVS1,63.0,58.0,816,4.29,4.32,2.71
18470,1.31,Ideal,H,SI1,60.8,56.0,7519,7.12,7.08,4.32
4390,0.31,Very Good,D,SI1,62.9,56.0,571,4.31,4.34,2.72
50216,0.7,Very Good,F,SI1,62.2,58.0,2230,5.66,5.69,3.53
387,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45
19621,1.0,Ideal,G,VVS2,61.2,56.0,8239,6.47,6.5,3.97
38156,0.32,Ideal,D,VVS2,61.7,55.0,1014,4.42,4.39,2.72
14982,1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19
7146,0.93,Ideal,E,SI1,62.0,56.0,4179,6.25,6.29,3.89
17524,1.3,Ideal,H,SI1,62.2,56.0,7054,7.03,6.98,4.36
34265,0.31,Premium,J,SI1,60.9,60.0,465,4.38,4.36,2.66
47768,0.55,Ideal,D,VS2,62.8,57.0,1894,5.27,5.24,3.3
7221,0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
36059,0.31,Ideal,G,IF,62.6,57.0,924,4.3,4.32,2.7
23241,1.71,Good,I,VS2,58.0,60.0,11250,7.85,7.9,4.57
38077,0.3,Ideal,E,VVS2,61.9,57.0,1013,4.32,4.28,2.66
35671,0.4,Good,G,VS2,62.8,54.4,909,4.67,4.7,2.94
13229,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33
24982,2.01,Very Good,I,SI2,60.9,60.0,13488,8.0,8.15,4.92
3957,0.9,Good,D,SI1,61.9,64.0,3505,6.09,6.0,3.74
40386,0.42,Ideal,D,VVS2,61.7,57.0,1132,4.8,4.82,2.97
12838,1.08,Ideal,D,SI2,61.6,57.0,5352,6.62,6.58,4.07
42236,0.64,Very Good,H,SI2,64.2,58.0,1292,5.43,5.48,3.5
31824,0.34,Ideal,G,VVS2,61.1,57.0,775,4.48,4.52,2.75
50231,0.7,Ideal,I,VS2,62.5,56.0,2232,5.66,5.7,3.55
42647,0.4,Very Good,E,VVS1,61.2,61.0,1333,4.7,4.74,2.89
12058,0.26,Very Good,F,VVS2,59.9,59.0,597,4.12,4.2,2.49
19356,0.3,Good,E,VVS2,59.5,59.0,622,4.35,4.39,2.6
42561,0.42,Ideal,D,VVS2,61.4,56.0,1326,4.82,4.85,2.97
29902,0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02
39873,0.45,Fair,F,VS2,65.8,55.0,1102,4.81,4.73,3.14
30927,0.34,Premium,F,VS1,60.4,58.0,745,4.51,4.53,2.73
28807,0.42,Ideal,G,SI2,61.5,56.0,682,4.83,4.79,2.96
25792,2.25,Very Good,H,SI2,61.2,63.0,14775,8.49,8.38,5.16
29033,0.31,Ideal,H,VVS1,62.0,54.0,687,4.34,4.37,2.7
26491,1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97
49488,0.7,Good,H,SI1,65.0,57.0,2117,5.52,5.59,3.61
34080,0.36,Ideal,E,VS1,62.0,56.0,852,4.57,4.59,2.84
53796,0.72,Ideal,E,SI1,62.6,57.0,2731,5.69,5.74,3.58
8918,1.07,Fair,E,SI2,62.2,66.0,4496,6.57,6.48,4.06
17248,1.01,Very Good,D,VS2,62.2,61.0,6905,6.37,6.43,3.98
706,0.91,Fair,H,SI1,65.8,58.0,2854,6.04,6.01,3.96
32789,0.4,Ideal,G,VS2,62.6,56.0,804,4.69,4.74,2.95
45598,0.5,Ideal,D,VS2,61.9,57.0,1690,5.08,5.1,3.15
49200,0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56
16726,0.33,Ideal,H,SI1,63.0,57.0,610,4.41,4.39,2.77
46627,0.3,Ideal,H,VS1,62.2,57.0,526,4.28,4.3,2.67
20364,1.41,Premium,G,SI1,59.5,59.0,8758,7.35,7.3,4.36
7514,0.91,Premium,G,VS2,59.5,58.0,4241,6.34,6.26,3.75
35747,0.3,Premium,D,VS2,62.8,59.0,911,4.28,4.26,2.68
574,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49
